,LMP_R1,LMP_R2,LMP_R3,LMP_R4,NML_genes.fpkm,PSO2_R1,PSO2_R2,PSO2_R3,PSO3_R1,PSO3_R2,PSO3_R3,PSO3_R4,
MIR595,0,0,0,0,0,0,0,0,0,0,0,0,
MIR596,0,0,0,0,0,0,0,0,0,0,0,0,
MIR598,0,0,0,0,0,0,0,0,0,0,0,0,
MIR599,0,0,0,0,0,0,0,0,0,0,0,0,
MIR601,0,0,0,0,0,0,0,0,0,0,0,0,
MIR602,0,0,0,0,0,0,0,0,0,0,0,0,
MIR603,0,0,0,0,0,0,0,0,0,0,0,0,
MIR604,0,0,0,0,0,0,0,233.788,0,352.929,0,0,
MIR605,0,0,0,0,0,0,0,0,0,0,0,0,
MIR608,0,0,0,0,0,0,0,0,0,0,0,0,
MIR609,0,0,0,0,0,0,0,0,0,0,0,0,
MIR610,0,0,0,0,0,0,0,0,0,0,0,0,
MIR613,0,0,0,0,0,0,0,0,0,0,0,0,
MIR615,0,0,0,0,0,0,0,0,0,0,0,0,
MIR617,0,0,0,0,0,0,0,0,0,0,0,0,
MIR618,0,0,0,0,0,0,0,0,0,0,0,0,
MIR620,0,0,0,0,0,0,0,0,0,0,526.599,0,
MIR622,1252.66,2031.93,524.115,220.615,0,302.845,0,0,1163.21,259.566,322.713,0,
MIR623,0,0,0,0,0,0,0,0,0,0,0,0,
MIR628,0,0,0,0,0,0,0,0,0,0,0,0,
MIR629,0,0,0,0,0,0,0,0,0,0,0,0,
MIR631,0,0,0,0,0,0,0,0,0,0,0,0,
MIR634,0,0,0,0,0,0,0,0,0,0,0,0,
MIR638,0,0,0,0,0,0,0,0,0,0,0,0,
MIR641,0,230.029,0,0,0,0,0,0,0,0,0,0,
MIR642B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR643,0,0,0,0,0,0,0,0,0,0,0,0,
MIR645,0,0,0,0,0,0,0,0,0,0,0,0,
MIR648,0,0,0,0,0,0,0,0,0,348.879,0,0,
MIR651,0,0,0,0,0,0,0,0,0,0,0,0,
MIR653,0,0,0,0,0,0,0,0,0,0,0,0,
MIR654,0,0,0,0,0,0,0,0,0,0,0,0,
MIR655,0,0,0,0,0,0,0,0,0,0,0,0,
MIR656,0,0,0,0,0,0,0,0,0,0,0,0,
MIR657,0,0,0,0,0,0,0,0,0,0,0,0,
MIR660,0,0,0,0,0,0,0,0,0,0,0,0,
MIR661,0,0,0,0,0,0,0,0,0,0,0,0,
MIR662,0,0,0,276.147,0,0,0,0,0,0,0,0,
MIR663A,0,0,587.37,0,0,0,0,358.493,0,0,0,0,
MIR663B,0,0,0,0,0,0,0,0,0,162.323,0,0,
MIR665,0,0,0,0,0,0,0,0,0,0,0,0,
MIR668,0,0,0,0,0,0,0,0,0,0,0,0,
MIR670,0,0,0,0,0,0,0,0,0,271.663,0,0,
MIR676,0,0,0,0,0,0,0,0,0,0,0,0,
MIR7-2,0,0,0,0,0,0,0,0,0,178.806,0,0,
MIR7-3,0,0,0,0,0,0,0,0,0,0,174.576,0,
MIR7-3HG,0,0,0,0,0,0,0,0,0,0,0,0,
MIR708,0,0,0,0,0,0,0,0,0,0,0,0,
MIR718,0,0,0,0,0,0,0,0,0,0,0,0,
MIR758,0,0,0,0,0,0,0,0,0,0,0,0,
MIR759,0,0,0,0,0,0,0,0,0,0,0,0,
MIR760,0,0,0,0,0,0,0,0,0,0,0,0,
MIR762,0,0,0,0,0,0,0,0,0,0,0,0,
MIR764,0,0,0,0,0,0,0,0,0,0,0,0,
MIR767,0,0,0,0,0,0,0,0,0,0,0,0,
MIR769,0,0,0,0,0,0,0,0,0,0,0,0,
MIR802,0,0,0,0,0,0,0,0,0,0,0,0,
MIR873,0,0,0,0,0,0,0,0,0,0,0,0,
MIR874,0,0,0,0,0,0,0,0,0,0,0,0,
MIR875,0,0,0,0,0,0,0,0,0,0,0,0,
MIR876,0,0,0,0,0,0,0,0,0,0,0,0,
MIR885,0,0,0,0,0,0,0,0,0,0,0,0,
MIR888,0,0,0,0,0,0,0,0,0,0,0,0,
MIR889,0,0,0,0,0,0,0,0,0,0,0,0,
MIR890,0,0,0,0,0,0,0,0,0,0,0,0,
MIR891A,0,0,0,0,0,0,0,0,0,0,0,0,
MIR891B,0,0,0,0,601.18,0,0,0,0,0,0,0,
MIR892A,0,0,0,0,0,0,0,0,0,0,0,0,
MIR892B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR9-1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR9-3,0,0,0,0,0,0,0,0,0,0,0,0,
MIR920,0,0,0,0,0,0,0,0,0,0,0,0,
MIR921,0,0,0,0,0,0,0,0,0,0,0,0,
MIR92A2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR92B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR933,0,0,0,0,0,0,0,0,0,0,0,0,
MIR934,0,0,0,0,0,0,0,0,0,0,0,0,
MIR942,0,0,0,0,0,0,0,0,0,0,0,0,
MIR944,0,0,0,0,0,0,0,0,0,0,0,0,
MIR96,0,0,0,0,0,0,0,0,0,0,0,0,
MIR99A,0,0,0,0,0,0,0,0,0,649.752,0,0,
MIR99B,0,0,0,0,0,0,0,0,0,0,0,0,
MIRLET7A1,0,0,0,0,0,0,0,0,0,0,0,0,
MIRLET7A2,0,0,0,0,0,0,0,0,0,0,0,0,
MIRLET7E,0,0,0,0,0,0,0,0,0,0,0,0,
MIRLET7F1,0,0,0,0,0,0,0,0,0,0,0,0,
MIRLET7F2,0,0,0,0,0,0,0,0,0,0,0,0,
MIRLET7G,0,0,0,0,0,0,0,0,0,0,0,0,
MIRLET7I,0,0,0,0,0,0,0,0,0,0,0,0,
MN1,2.53417,0.661395,0.621558,0.175858,1.16558,2.16065,1.81981,0.361803,0.05998,0.68603,1.23454,0.915151,
MNX1,0,0,0.0653784,0,0,0.0533986,0.0800914,0,0.124431,0,0,0,
MRGPRD,0,0,0,0,0,0,0,0.232427,0.0732207,0,0.0705223,0.481822,
MRGPRE,0.18555,0,0,0,0,0,0,0,0,0,0,0.0983482,
MRGPRX1,0,0,0,0,0,0.107283,0,0,0,0,0.192495,0.211192,
MRPL41,41.1218,37.4216,39.0367,71.3934,84.679,37.6655,21.9461,105.878,145.196,39.9787,23.008,59.7219,
MSGN1,0,0,0,0,0,0.18926,0.310798,0,0,0,0,0,
MSH5,0,0,0,0,0,0,0,0,0,0,0,0,
MSX2P1,0,0,0,0,0,0,0.048488,0.0243684,0,0.0741488,0.0154133,0.047346,
MT1B,0,0,0,0,0,0,0,0,0,0,0,0,
MT1P2,0,0,0,0,0,0,0,0,0,0,8.35366,0,
MT4,0,0,0,0,0,0,0,0,0,0,0,0,
MTNR1B,0,0,0,0,0,0,0,0,0,0.04012,0,0.0547641,
MTRNR2L1,6.63802,0.129335,0.190847,0.0569806,4.03366,0,5.62513,0,0.0834081,0.0931321,0.114076,0.0700703,
MTRNR2L10,0.0337508,0,0.0298238,0,0,0,0.0998544,0,0,0.0673521,0,0.0331435,
MTRNR2L2,0.475423,0.361537,0.665201,0.14087,0.248522,0.104491,0.411645,0.0556961,0.326366,0.129734,0.0661381,0.170155,
MYOD1,0,0,0,0,0,0,0,0,0,0,0,0,
N4BP2L2-IT2,0.479392,0.0768777,0.678924,0.414417,0.214262,0.552602,0.396681,0.243906,0.524516,0.307958,1.04268,0.139819,
NAV2-AS5,0,0,0,0,0,0,0,0,0,0,0,0,
NCRNA00185,0,0,0,0,0,0,0,0,0,0,0,0,
NDN,15.7195,12.2947,20.1164,1.24619,52.3113,15.0225,9.68104,1.9385,0.803913,2.56122,8.00605,4.77052,
NDNL2,7.97763,12.4328,12.2053,8.07755,8.97002,14.2559,15.1385,5.37243,4.89052,4.66186,3.5669,5.33589,
NDUFAF4P1,0.0744001,0.0446692,0.0576983,0,0,0.0197464,0.101237,0.0499646,0.069456,0.152773,0.188564,0.0516775,
NEUROD2,0.0159145,0,0.0193039,0,0.0150528,0,0,0,0.0322248,0.0951593,0.0474752,0.0162482,
NEUROD4,0,0,0,0,0,0,0,0,0,0.0474615,0.0288548,0.0070931,
NEUROG1,0,0,0,0,0,0,0,0,0,0.0932422,0,0,
NEUROG2,0,0,0,0,0,0,0,0.111802,0,0.0245807,0,0.0314224,
NEUROG3,0,0,0,0,0,0,0.105121,0,0,0,0,0,
NGB,0,0,0.129518,0,0.085588,0,0,0.158324,0,0,0.0951979,0.048024,
NKX1-2,0,0,0,0,0,0,0,0,0,0,0,0,
NKX2-4,0,0,0,0,0,0,0,0,0,0.0548415,0,0.0711999,
NKX2-5,0,0,0,0,0,0,0,0,0.112874,0,0.0440003,0.187675,
NKX2-8,0,0,0,0.218632,0.150221,0,0.0629216,0.0631183,0.115282,0,0.0764738,0.0542296,
NKX3-1,0.536418,0.962621,0.423051,0.211305,2.59241,0.813797,1.88728,0.448961,0.209275,0.882633,0.321498,0.180537,
NKX6-2,0.184309,0.350769,6.10318,1.47281,0,0,0,0.44625,0,0,0,0,
NLGN4Y-AS1,0,0,0,0,0,0,0,0,0,0,0,0,
NOG,0.593243,0.729985,0.210039,1.05252,0.242844,2.97566,4.70924,0.609928,0.0675057,0.205504,0.918953,1.06699,
NPAP1,0.0106479,0.00363947,0.0182214,0,0,0.0264503,0,0,0.0163668,0.026703,0.0302389,0.0622964,
NPB,0,0,0,0,0,0,0,0,0,0,0,0,
NPBWR2,0,0,0,0,0,0,0,0,0,0,0,0,
NPPB,0.346191,0,0,0,0,5.72772,0,0,0,0,0,0.129507,
NPS,0,0,0,0,0,0,0,0,0,0,0,0,
NPTX1,0.0392011,0.203202,0.687769,0.00829379,0.68821,1.26209,0.0310021,0.0375055,0.01611,0.177093,0.236824,0.0634852,
NPVF,0,0,0,0,0,0,0,0,0,0,0.0288157,0.0476768,
NPW,0,0.124275,0,0.469418,0,0.23879,0,0.459945,0.192791,0.110195,0.0974706,0,
NRG1-IT3,0,0,0,0,0,0,0,0,0,0,0,0,
NT5C1A,0.0643249,0,0,0,0,0,0,0,0,0,0.0586997,0,
NUDT11,0.390362,1.186,1.35859,0.075934,1.20721,1.49727,3.36459,0.10446,0.0842544,0.503896,0.403559,0.306768,
NXPH1,0,0,0,0,0,0,0,0,0,0.0119384,0.0933303,0.0132454,
NXPH3,1.92692,0.226712,0.387615,0.0695499,7.91269,0.449828,0.354707,0.0992273,0.0452769,0.0394166,0.0415894,0.121628,
OCSTAMP,0,0.0408598,0,0,0.0948232,0,0,0,0,0.0391465,0.0319458,0.445233,
OLIG1,0,0,0,0,0,0,0.045562,0,0,0.0301933,0.0277219,0,
ONECUT1,0.0280837,0.0289067,0,0.0230546,0,0,0.0316128,0,0,0.0282735,0,0.110202,
ONECUT3,0,0.52264,0,0.930741,0,0.104196,0,0,0,0,0,0,
OR10G2,0,0,0,0,0,0,0,0,0,0.078496,0.134312,0.412612,
OR10H4,0,0,0,0,0,0,0,0.429795,0,0.151719,0,0.0978709,
OR10P1,0,0,0,0,0,0,0,0,0,0,0,0,
OR10Q1,0,0,0,0,0.386588,0,0,0,0,0.230236,0,0.219137,
OR10V2P,0.193419,0,0.100012,0,0,0.0965596,0,0,0,0.0998887,0,0,
OR11H2,0,0,0,0,0,0,0,0,0.046019,0.0434929,0,0.0535747,
OR11H6,0,0,0,0,0,0,0,0,0,0.292429,0.107085,0,
OR14C36,0,0,0,0,0,0,0,0,0,0.0703925,0.122339,0,
OR14I1,0,0,0,0,0,0.0692974,0,0,0.0679086,0.211617,0,0.0918025,
OR1A1,0,0,0,0,0,0,0,0,0.0663174,0.676525,0,0.653727,
OR1S1,0,0,0,0,0,0.0582209,0,0.0932773,0,0,0.0546157,0.15555,
OR1S2,0,0,0,0,0,0.0568848,0,0,0,0,0,0,
OR2A5,0,0,0,0,0,0,0,0,0,0.144252,0.12947,0,
OR2AK2,0,0,0,0,0,0,0,0.0892516,0.0593012,0.173898,0.164109,0,
OR2B2,0,0,0,0.0382535,0,0.0394919,0.0415137,0.0644187,0.04216,0,0.11454,0.251216,
OR2D3,0,0,0.107671,0,0,0,0.0613881,0.0859296,0.115129,0.170218,0.158132,0.0692698,
OR2L2,0.0889539,0,0,0.219424,0.245437,0,0,0,0,0.380918,0.134593,0.239607,
OR2L3,0,0.0630612,0,0,0,0,0,0.426385,0,0.493755,0,0,
OR2L5,0,0,0,0,0,0,0,0,0,0.196671,0,0,
OR2L8,0,0,0,0,0,0,0,0,0,0.0696109,0,0,
OR2T1,0,0,0,0,0,0,0,0,0,0.212864,0,0,
OR2T10,0,0,0,0,0,0,0,0.113557,0,0,0.0704034,0,
OR2T11,0,0,0,0,0,0,0,0,0,0,0,0,
OR2T27,0,0,0,0,0,0,0,0,0,0,0,0.106294,
OR2W5,0,0,0,0,0,0,0,0,0,0.0521935,0,0,
OR4A15,0,0,0,0,0,0,0,0,0,0.372009,0,0,
OR4A16,0,0,0,0,0,0,0,0.0971458,0.0629352,0.241223,0.118338,0,
OR4C11,0,0,0,0,0,0,0,0,0,0.251959,0.191493,0,
OR4C6,0,0,0,0,0,0,0.133571,0,0,0,0,0,
OR4D11,0,0,0,0,0,0.0631234,0,0.0969982,0,0.266794,0.352596,0.252911,
OR4E2,0,0,0,0,0,0,0,0,0,0.128725,0.0575079,0,
OR4F15,0,0,0,0,0,0,0,0,0.183718,0.0581322,0,0.147079,
OR51A2,0,0,0,0,0,0,0,0,0,0,0,0,
OR51D1,0,0,0,0,0,0,0,0,0,0.0606424,0,0.169026,
OR51I1,0,0,0,0,0,0,0,0,0,0,0.115833,0.17265,
OR51L1,0,0,0,0,0,0,0,0,0,0.131549,0.0581364,0,
OR52B4,0,0,0,0,0,0.15663,0,0,0,0,0.0790421,0.203837,
OR52K1,0,0,0,0,0,0,0,0,0,0.069081,0,0,
OR52K2,0,0,0,0,0,0,0,0,0,0,0,0.258025,
OR52M1,0,0,0,0,0,0,0,0,0,0,0,0,
OR52N4,0,0.110436,0.111971,0.0547639,0.221098,0.113877,0.0588287,0.35828,1.07402,0.298237,0.529203,0.520312,
OR52W1,0,0,0,0,0,0,0,0.102666,0,0,0,0,
OR5AR1,0,0,0,0,0,0,0,0,0,0,0,0.0847035,
OR5AU1,0,0,0,0,0,0,0,0,0,0,0.102511,0.221872,
OR5H2,0,0,0,0,0,0,0,0,0,0.106189,0.0500641,0,
OR6B1,0,0,0,0,0,0,0,0,0,0,0,0.408976,
OR6B2,0,0,0,0,0,0,0,0.113358,0,0.0829061,0,0.108551,
OR6C65,0,0,0,0,0,0,0,0.0810132,0,0.241604,0.0476132,0.468123,
OR6K6,0,0,0,0,0,0,0,0,0,0.110519,0.100662,0.209973,
OR6Q1,0,0,0,0,0,0,0,0.102991,0,0.137895,0,0.270078,
OR7E24,0.0505483,0,0,0,0,0.0514033,0,0,0,0.0550931,0,0.0732076,
OR8B8,0,0,0,0,0,0,0,0,0,0.151182,0,0,
OR9G1,0,0,0.0619143,0,0,0,0,0,0,0.387658,0.244183,0.236471,
OR9G4,0,0,0,0,0,0,0,0,0,0.146971,0.0476089,0.0606474,
OR9Q2,0,0,0,0,0,0,0,0,0,0.0631494,0,0,
OSTN,0,0.80863,0,0,0,0,3.19755,1.30495,0,0.823946,0,0,
OTOS,0,0,0,0,0,0,0.599796,0.309273,0,0,0,0,
OTUD6A,0,0,0,0,0,0,0,0,0,0.0658961,0.029997,0.269016,
OXCT2,0.0739421,0.0424949,0.197351,0,0.321806,0.173069,0,0,0,0.0778186,0.0669197,0.0944745,
PA2G4P4,2.82907,2.94989,1.58098,2.43288,2.13529,1.99902,2.67509,2.61166,1.99291,2.37694,2.03296,0.878741,
PABPC1L2B,0.0196946,0,0,0,0,0,0,0,0,0.0211049,0,0.0271044,
PAPOLB,0.0837303,0.088419,0.0461837,0.0360568,0.091012,0.0171789,0.0957662,0,0.0126839,0.0335725,0.0240367,0.0404028,
PAQR9,0,0.0223209,0,0,0,0,0,0.0347323,0.0452231,0.0226434,0.0427146,0.0501353,
PAX1,0,0,0,0,0.0531856,0,0,0.0101663,0,0.223864,0.0725777,0.230419,
PCDH20,0.638355,0.0319401,0.0102396,0,0.146905,0.0115476,0.0684521,0.0282135,0.038313,0.0562063,0.116193,0.0847223,
PCDHGB8P,0,0.0208003,0.0656894,0,0,0.0216806,0.0233535,0.066059,0.0628558,0.042244,0,0.115124,
PCNA-AS1,0,0,0,0,0,0,0,0,0,0,0,0,
PCNAP1,0,0,0.134044,0,0,0,0,0.060624,0.0389131,0.21952,0.177806,0.237776,
PCSK1N,0.828012,3.60051,4.19951,2.52777,0.239438,0.570162,0,17.5358,0.0869986,0.49713,6.23569,0.803922,
PDHA2,0.205624,0.456877,0.251335,0,0,0.0378764,0.037448,0.0581139,0,0.352437,0.0690142,0.147284,
PDX1,0,0,0,0,0,0,0,0,0.0259106,0,0.0235564,0.0758649,
PFN3,0,0,0,0,0,0,0,0,0,0,0,0,
PGK2,0.0241796,0,0,0,0.110883,0,0,0,0.0251259,0.124608,0.0489622,0,
PHF1,0,0,0,0,0,0,0,0,0,0,0,0,
PHGR1,0,0,0,0,0,0,0,0,0,0,0,0,
PHOX2B,0,0,0,0,0.031598,0,0,0,0,0.125565,0.121037,0.130879,
PIN1P1,1.9024,2.63057,0.993171,0.52363,0.537677,0.45056,0.649257,0.631975,0,0.330927,0.360726,0.537661,
PIN4P1,1.19363,0.86022,0.425077,0.358219,0.212296,0.466257,0.407849,0.772837,0.410945,0.619257,0.515586,0.274845,
PIP5K1P1,0.190496,0.1055,0.0941464,0.022041,0,0.126098,0.152439,0.0618453,0.123884,0.344348,0.0864212,0.0986464,
PIRT,0.0116418,0,0.0131258,0,0,0,0,0.0187672,0,0.0373064,0,0.073115,
PITX3,0,0,0,0,0,0,0,0.200631,0,0.0718355,0.0594028,0.110114,
PKDREJ,0.030938,0.0629819,0.0528199,0.0389209,0.0353045,0.0422187,0.0484717,0.0200902,0.0839681,0.0209784,0.0380601,0.0847941,
PLA2G2C,0.525567,0,0,0,0,0,0,0,0.440014,0,0,0.475896,
PLA2G3,0.0202082,0.0223995,0,0.0221593,0,0.199576,0,0.0314319,0,0,0.0545987,0.057743,
PNMA1,40.7487,52.0761,33.4486,27.7711,30.105,19.4403,35.1645,16.8337,3.57767,10.506,19.7618,3.94632,
PNMAL2,0.943721,1.63484,0.928292,0.468305,2.16775,1.6327,0.270273,0.443603,0.105337,0.0949364,0.344188,0.495058,
POLR3K,14.9548,13.4399,16.3359,17.7123,14.9574,14.2516,30.2062,12.6479,2.71973,6.6159,5.5652,2.50524,
POMC,0.541006,1.77588,0.210246,0,1.53828,0.497056,0,0.219011,0.0609392,0.356551,0.124109,0.820457,
POP7,22.625,27.6564,18.761,47.6754,25.4122,34.9104,26.8185,32.4622,12.049,9.27992,13.2716,5.50589,
POU3F1,0.0571946,0.0464533,0,0,0.0211768,0.135168,0.149301,0.0307738,0.0761155,0.0776367,0.242452,0.22895,
POU3F3,0,0.0755304,0,0,0,0,0,0,0,0,0,0,
POU4F1,0.00883201,0,0.02847,0.0180622,0.0318773,0.0386842,0.0206823,0.0296301,0.245831,0.0370395,0.0568255,0.0580962,
POU4F2,0,0,0,0,0,0,0,0,0,0,0,0.114854,
POU4F3,0.196404,0,0,0,0,0.151646,0,0.105111,0,0.138624,0,0,
POU5F2,0,0.0503547,0.168814,0.102757,0,0,0,0,0,0.283594,0,0,
POU6F2-AS1,0,0,0,0,0,0,0,0,0,1.573,1.08708,0,
PPIAL4E,0,0,0,0.267623,0,0,0,0,0,0,0,0,
PPP1R2P9,0,0,0,0,0,0,0.0857116,0,0.142242,0.293141,0,0,
PPP3R2,0,0.00856831,0,0,0,0.0270807,0,0,0.00981607,0.0897583,0.0730629,0.115078,
PPT2,0,0,0,0,0,0,0,0,0,0,0,0,
PPY2,0,0,0,0,0,0,0,0,0,0,0.139323,0,
PRAC,0,0,0,0,0,0,0,0,0,0,0,0,
PRDM12,0,0,0,0,0,0,0,0.0457049,0,0,0,0,
PRDM13,0,0,0,0,0,0,0,0,0,0,0.018863,0,
PRKACG,0.185461,0.15941,0.180897,0,0,0.0405059,0.155342,0.0586708,0,0.0767888,0.0695375,0.287544,
PRLH,0,0,16.053,0,0,0,0,0,0,10.9267,0,0,
PRLHR,0,0,0,0,0.179434,0,0,0,0,0,0,0,
PRM2,0,0.14477,0,0,0,0,0,0,0,0,0,0,
PRM3,0,0,0,0,0,0,0,0,0,0,0,0,
PRND,0.206064,0.0196906,0,0,0.0565035,0.0141533,0.392517,0.0684652,0,0.111054,0.132068,0.214596,
PROK2,0.155258,0,0.182853,0,0.150956,0.362367,0.0716175,0,0,0.270136,0.112032,0.239838,
PRR21,0,0,0,0,0,0,0,0,0,0.0944168,0,0.150917,
PRR23C,0,0,0,0,0,0,0,0,0,0.139596,0.0141027,0.138361,
PRRG3,0,0,0,0,0.116263,0.100764,0,0.581651,0,0.143599,0.0622722,0,
PRSS35,1.47196,1.85119,1.78418,0.0864635,0.554859,2.47829,0.280847,0.264125,0.211046,0.259006,0.246354,0.134128,
PRSS55,0,0,0,0,0,0.105442,0,0,0,0,0,0.153113,
PTF1A,0,0,0,0,0,0,0,0,0,0,0,0.215501,
PTH2,0,0,0,0,0,0,0,0,0,0,0,0,
PTTG2,3.29487,1.55897,0.547988,0.486364,0,0.460226,3.28155,6.34291,2.47182,3.86627,2.25068,0.836869,
PYCARD,35.6326,42.2073,40.2477,78.4746,28.6548,47.1188,32.6015,39.2278,10.631,10.9074,15.1797,29.0331,
PYDC2,6.30096,0,0,0,0,0,0,0,0,13.4841,0,0,
RANBP6,4.27268,5.13165,3.36404,3.42668,2.60467,2.8158,8.57132,1.87889,1.29677,1.56433,2.58844,0.818661,
RAPGEF4-AS1,0.0115152,0.00573166,0.0113767,0.0111514,0,0,0.00608926,0,0.00676386,0.0368457,0.0820634,0.0196277,
RASD1,3.76157,3.00079,8.40419,0.916985,1.4341,1.35208,0.70583,2.76589,0.192618,1.08727,1.26206,2.22259,
RASL10B,0.615509,0.482543,0.2438,0.738384,0.800959,0.99644,0.140201,0.937452,0.0507406,0.440796,0.425298,0.289169,
RAX,0,0,0,0,0,0.0214312,0,0.0294082,0,0.0811094,0,0,
RAX2,0,0,0,0,0.0893334,0,0,0.155393,0,0.0370833,0.060097,0.164558,
RBMXL2,0,0.0237005,0,0,0,0,0.0902111,0.036909,0,0.0678887,0.219422,0,
RBMY1A3P,0,0,0,0,0,0,0,0,0,0,0,0,
RBMY1J,0,0,0,0,0,0,0,0,0,0,0,0,
RBMY2EP,0,0,0,0,0,0,0,0,0,0,0,0,
RBMY3AP,0,0,0,0,0,0,0,0,0,0,0,0,
RBP3,0,0,0,0,0,0,0,0,0,0.0161956,0,0,
RD3,0,0,0.0101489,0.046142,0,0.175862,0,0.30845,0.0191592,0.0480285,0.0176847,0.221423,
RETN,0,3.44865,0,0,0,0.411662,0,0.60111,0,0,0.695698,0.38233,
RGAG1,0.111666,0.103912,0.202112,0.0665745,0.044396,0.0610086,0.0734661,0.033918,0,0.0153514,0.00658215,0.0566707,
RGS10,95.1567,74.1355,63.5026,121.422,32.1353,119.371,61.37,31.3406,17.6241,24.1404,35.5128,32.2034,
RIMS3,0.674151,0.156918,0.130243,0.0364285,1.91464,0.478965,0.836481,0.391421,0.132318,0.183327,0.415096,0.0819982,
RIPPLY1,0,0.069207,0,0.293674,0.20593,0,0.0670092,0.359662,0,0,0,0,
RMRP,0,0,14.9835,0,43.4792,14.8833,18.3398,12.7419,7.77038,0,0,0,
RNA5-8S5,0,0,0,0,0,0,0,0,0,0,0,0,
RNASE1,276.399,268.849,201.663,87.7374,108.086,559.801,211.203,153.512,28.7714,142.131,45.4599,205.165,
RNF126P1,0.274143,0.389812,0.445813,0.446944,0.068913,0.249655,0.248182,0.170357,0.155553,0.469836,0.0468964,0.363178,
RNF133,0.0489248,0.071775,0,0,0,0.051942,0,0.0853914,0,0.204312,0,0.132116,
RNF138P1,0.277204,0.393958,0.23475,0.163974,0.146081,0.168875,0.49298,0.335436,0.062117,0.0756306,0.152683,0.12037,
RNF148,0,0.0315306,0,0,0.465905,0,0.0702336,0.15732,0.303959,0.266167,0.38254,0.422728,
RNF151,0,0,0,0,0,0,0,0,0,0,0,0,
RNU11,0,91.8923,0,0,0,0,98.277,0,0,0,0,61.9296,
RNU12,0,0,0,0,0,62.7459,0,0,0,0,0,0,
RNU4ATAC,0,0,113.463,0,0,0,0,0,0,0,0,0,
RNU6-16,0,0,0,0,0,0,0,0,0,0,0,0,
RNU6-34,0,0,0,0,0,0,0,0,0,0,0,0,
RNU6-52,0,0,0,0,0,0,0,0,0,0,0,0,
RNU6-53,0,0,0,0,0,0,0,0,0,0,0,0,
RNU6-6,0,0,0,0,0,0,0,0,0,0,0,0,
RNU6-67,0,0,0,0,0,0,0,0,0,0,0,0,
RNU6-69,0,0,0,0,0,0,0,0,0,0,0,0,
RNU6-76,0,0,0,0,0,0,0,0,0,0,0,0,
RNU6-79,0,0,0,0,0,0,0,0,0,0,0,0,
RNU6ATAC,0,127.375,0,0,0,0,123.524,0,0,0,124.65,0,
RNY4,0,0,0,0,0,0,0,0,0,0,0,0,
RPL10L,0.15648,0.0842529,0,0,0,0,0,0,0,0.162812,0.0779031,0,
RPL23AP32,1.14244,0,0.702316,0,13.1307,0,0.834794,0.386706,6.13473,0.235486,0.546598,0.972935,
RPL29P2,0,0,0.118076,0,0,0,0,0,0,0,0.314444,0.107087,
RPPH1,30.781,39.3678,16.584,30.812,36.3184,96.5189,56.5553,45.074,4.13726,40.038,30.0544,41.774,
RPRM,0.872703,1.11568,3.4482,0.340585,1.18765,1.27847,0.0717121,0.312589,0.371915,0.050727,0.136071,0,
RPRML,0.0800711,0,0,0,0.436373,0,0.149393,0,0,0,0,0,
RPS16P5,0.0210723,0.0108094,0.0549395,0.0425674,0,0.0692914,0.0706819,0.0360492,0.0461245,0.10153,0.123394,0.136416,
RPS4Y1,0,0,0,0,0,0,0,0,0,0,0,0,
RPS4Y2,0,0,0,0,0,0,0,0,0,0,0,0,
RPS7P5,0,0.0485277,0,0,0,0,0,0,0,0.14817,0.0935994,0,
RRAGA,52.4653,63.8884,43.2102,48.8534,56.1085,34.4345,57.7995,16.6365,5.26447,14.1443,17.9529,9.37619,
RTN4R,1.14988,2.53839,0.917143,3.07329,0.431853,4.82537,0.965498,5.3971,0.227538,2.64787,1.26458,1.57846,
RTN4RL1,0.399844,0.0851792,0.0373409,0,0.51353,1.27224,0.0777905,0.349456,0,0.198497,0.27253,0.0629063,
RTP2,0,0,0,0,0,0,0,0,0,0,0.192671,0,
RTP3,0.246225,0,0,0,0,0,0,0,0,0.0789427,0,0,
RXFP3,0,0,0,0,0,0.0318507,0.0404756,0,0,0.116127,0,0.0364993,
S100A7A,0,0,0,0,0,0,0,0.0128968,0,0.0506346,0.0551191,0.0996728,
S100A7L2,0,0,0,0,0,0,0,0,0,0,0,0,
S1PR5,0.58421,0.168292,0.0312408,0.116021,0,0.0860517,0.398568,0.240808,0.0733976,0,0.266143,0.395657,
SALL3,0,0,0,0,0,0,0,0,0,0.0169088,0.016262,0.0200406,
SATB2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,
SCARNA1,0,0,0,0,0,0,0,0,0,0,0,0,
SCARNA11,0,0,0,0,0,0,0,0,0,0,0,0,
SCARNA18,0,0,0,0,0,0,0,0,0,0,0,0,
SCARNA23,0,0,57.5019,0,0,0,0,0,0,60.7017,0,113.849,
SCARNA3,0,0,77.3988,0,0,0,45.6398,0,0,0,0,0,
SCARNA5,7.60003,0,0,0,0,0,0,0,0,0,0,0,
SCARNA6,0,0,0,0,0,0,29.7146,0,0,0,0,0,
SCGB2B3P,0,0,0,0,0,0,0,0,20.8679,50.3611,0,0,
